filingtype,page,link,cmte,office,period,year,draft
csf,1,/pdf_files/EFS_generated/CSS_03_242_1757_O_0_1.pdf,Ward 3 Constituent Service Fund,"Patterson, Kathy",April 1st Report,2003,Original
csf,1,/scan_image/EFS_PDFFiles_prod/CSS_04_241_1758_O_0_1.pdf,Councilmember Sandy Allen's Constituent Service fund,"Allen, Sandra",January 1st Report,2004,Original
csf,1,/scan_image/EFS_PDFFiles_prod/CSS_04_243_1758_O_0_1.pdf,Councilmember Sandy Allen's Constituent Service fund,"Allen, Sandra",July 1st Report,2004,Original
csf,1,/scan_image/EFS_PDFFiles_prod/CSS_04_244_1758_O_0_1.pdf,Councilmember Sandy Allen's Constituent Service fund,"Allen, Sandra",October 1st Report,2004,Original
csf,1,/scan_image/EFS_PDFFiles_prod/CSS_04_242_1758_O_0_1.pdf,Councilmember Sandy Allen's Constituent Service fund,"Allen, Sandra",April 1st Report,2004,Original
csf,1,/scan_image/EFS_PDFFiles_prod/CSS_04_241_1725_O_0_1.pdf,Ward 6 Committee For Citizen Services,"Ambrose, Sharon",January 1st Report,2004,Original
csf,1,/scan_image/EFS_PDFFiles_prod/CSS_04_244_1725_O_0_1.pdf,Ward 6 Committee For Citizen Services,"Ambrose, Sharon",October 1st Report,2004,Original
csf,1,/scan_image/EFS_PDFFiles_prod/CSS_04_242_1725_O_0_1.pdf,Ward 6 Committee For Citizen Services,"Ambrose, Sharon",April 1st Report,2004,Original
csf,1,/scan_image/EFS_PDFFiles_prod/CSS_04_241_1729_O_0_1.pdf,Brazil Constituent Fund,"Brazil, Harold",January 1st Report,2004,Original
csf,1,/scan_image/EFS_PDFFiles_prod/CSS_04_244_1729_O_0_1.pdf,Brazil Constituent Fund,"Brazil, Harold",October 1st Report,2004,Original
csf,1,/scan_image/EFS_PDFFiles_prod/CSS_04_243_1729_O_0_1.pdf,Brazil Constituent Fund,"Brazil, Harold",July 1st Report,2004,Original
csf,2,/scan_image/EFS_PDFFiles_prod/CSS_04_242_1729_O_0_1.pdf,Brazil Constituent Fund,"Brazil, Harold",April 1st Report,2004,Original
csf,2,/scan_image/EFS_PDFFiles_prod/CSS_04_243_1724_O_0_1.pdf,The Common Good,"Catania, David",July 1st Report,2004,Original
csf,2,/scan_image/EFS_PDFFiles_prod/CSS_04_244_1724_O_0_1.pdf,The Common Good,"Catania, David",October 1st Report,2004,Original
csf,2,/scan_image/EFS_PDFFiles_prod/CSS_04_244_1724_A_1_1.pdf,The Common Good,"Catania, David",October 1st Report,2004,Amendment 1
csf,2,/scan_image/EFS_PDFFiles_prod/CSS_04_242_1724_O_0_1.pdf,The Common Good,"Catania, David",April 1st Report,2004,Original
csf,2,/scan_image/EFS_PDFFiles_prod/CSS_04_241_1731_O_0_1.pdf,Chairman Linda W. Cropp Citizen-Service Fund,"Cropp, Linda",January 1st Report,2004,Original
csf,2,/scan_image/EFS_PDFFiles_prod/CSS_04_243_1731_O_0_1.pdf,Chairman Linda W. Cropp Citizen-Service Fund,"Cropp, Linda",July 1st Report,2004,Original
csf,2,/scan_image/EFS_PDFFiles_prod/CSS_04_242_1731_O_0_1.pdf,Chairman Linda W. Cropp Citizen-Service Fund,"Cropp, Linda",April 1st Report,2004,Original
csf,2,/scan_image/EFS_PDFFiles_prod/CSS_04_244_1811_O_0_1.pdf,Evans Constituent Service Fund,"Evans, Jack",October 1st Report,2004,Original
csf,2,/scan_image/EFS_PDFFiles_prod/CSS_04_241_1811_O_0_1.pdf,Evans Constituent Service Fund,"Evans, Jack",January 1st Report,2004,Original
csf,3,/scan_image/EFS_PDFFiles_prod/CSS_04_243_1811_O_0_1.pdf,Evans Constituent Service Fund,"Evans, Jack",July 1st Report,2004,Original
csf,3,/scan_image/EFS_PDFFiles_prod/CSS_04_242_1811_O_0_1.pdf,Evans Constituent Service Fund,"Evans, Jack",April 1st Report,2004,Original
csf,3,/scan_image/EFS_PDFFiles_prod/CSS_04_243_1730_O_0_1.pdf,Councilmember Adrian Fenty Constituent Service Fund,"Fenty, Adrian",July 1st Report,2004,Original
csf,3,/scan_image/EFS_PDFFiles_prod/CSS_04_242_1730_O_0_1.pdf,Councilmember Adrian Fenty Constituent Service Fund,"Fenty, Adrian",April 1st Report,2004,Original
csf,3,/scan_image/EFS_PDFFiles_prod/CSS_04_244_1730_O_0_1.pdf,Councilmember Adrian Fenty Constituent Service Fund,"Fenty, Adrian",October 1st Report,2004,Original
csf,3,/scan_image/EFS_PDFFiles_prod/CSS_04_241_1730_O_0_1.pdf,Councilmember Adrian Fenty Constituent Service Fund,"Fenty, Adrian",January 1st Report,2004,Original
csf,3,/scan_image/EFS_PDFFiles_prod/CSS_04_244_1727_O_0_1.pdf,Friends Of Jim Graham Constituent Services Fund,"Graham, Jim",October 1st Report,2004,Original
csf,3,/scan_image/EFS_PDFFiles_prod/CSS_04_242_1727_O_0_1.pdf,Friends Of Jim Graham Constituent Services Fund,"Graham, Jim",April 1st Report,2004,Original
csf,3,/scan_image/EFS_PDFFiles_prod/CSS_04_243_1727_O_0_1.pdf,Friends Of Jim Graham Constituent Services Fund,"Graham, Jim",July 1st Report,2004,Original
csf,3,/scan_image/EFS_PDFFiles_prod/CSS_04_241_1727_O_0_1.pdf,Friends Of Jim Graham Constituent Services Fund,"Graham, Jim",January 1st Report,2004,Original
csf,4,/scan_image/EFS_PDFFiles_prod/CSS_04_244_1723_A_1_1.pdf,Phil**s Fund For Citizen Service,"Mendelson, Phil",October 1st Report,2004,Amendment 1
csf,4,/scan_image/EFS_PDFFiles_prod/CSS_04_244_1723_O_0_1.pdf,Phil's Fund For Citizen Service,"Mendelson, Phil",October 1st Report,2004,Original
csf,4,/scan_image/EFS_PDFFiles_prod/CSS_04_242_1723_O_0_1.pdf,Phil's Fund For Citizen Service,"Mendelson, Phil",April 1st Report,2004,Original
csf,4,/scan_image/EFS_PDFFiles_prod/CSS_04_241_1726_O_0_1.pdf,Ward 5 Constituent Services Fund,"Orange, Vincent",January 1st Report,2004,Original
csf,4,/scan_image/EFS_PDFFiles_prod/CSS_04_244_1726_O_0_1.pdf,Ward 5 Constituent Services Fund,"Orange, Vincent",October 1st Report,2004,Original
csf,4,/scan_image/EFS_PDFFiles_prod/CSS_04_243_1726_O_0_1.pdf,Ward 5 Constituent Services Fund,"Orange, Vincent",July 1st Report,2004,Original
csf,4,/scan_image/EFS_PDFFiles_prod/CSS_04_242_1726_O_0_1.pdf,Ward 5 Constituent Services Fund,"Orange, Vincent",April 1st Report,2004,Original
csf,4,/scan_image/EFS_PDFFiles_prod/CSS_04_241_1757_O_0_1.pdf,Ward 3 Constituent Service Fund,"Patterson, Kathy",January 1st Report,2004,Original
csf,4,/scan_image/EFS_PDFFiles_prod/CSS_04_243_1757_O_0_1.pdf,Ward 3 Constituent Service Fund,"Patterson, Kathy",July 1st Report,2004,Original
csf,4,/scan_image/EFS_PDFFiles_prod/CSS_04_244_1757_O_0_1.pdf,Ward 3 Constituent Service Fund,"Patterson, Kathy",October 1st Report,2004,Original
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_04_242_1757_O_0_1.pdf,Ward 3 Constituent Service Fund,"Patterson, Kathy",April 1st Report,2004,Original
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_04_243_1754_O_0_1.pdf,Carol Schwartz Council At Large - CSP,"Schwartz, Carol",July 1st Report,2004,Original
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_04_242_1754_O_0_1.pdf,Carol Schwartz Council At Large - CSP,"Schwartz, Carol",April 1st Report,2004,Original
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_04_244_1754_O_0_1.pdf,Carol Schwartz Council At Large - CSP,"Schwartz, Carol",October 1st Report,2004,Original
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_04_241_1754_O_0_1.pdf,Carol Schwartz Council At Large - CSP,"Schwartz, Carol",January 1st Report,2004,Original
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_04_244_1728_O_0_1.pdf,Mayor William Citizen Service Program,"Williams, Anthony",October 1st Report,2004,Original
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_04_243_1728_O_0_1.pdf,Mayor William Citizen Service Program,"Williams, Anthony",July 1st Report,2004,Original
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_04_242_1728_O_0_1.pdf,Mayor William Citizen Service Program,"Williams, Anthony",April 1st Report,2004,Original
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_04_241_1728_O_0_1.pdf,Mayor William Citizen Service Program,"Williams, Anthony",January 1st Report,2004,Original
csf,1,/scan_image/EFS_PDFFiles_prod/CSS_05_242_1758_O_0_1.pdf,Councilmember Sandy Allen**s Constituent Service fund,"Allen, Sandra",April 1st Report,2005,Original
csf,1,/scan_image/EFS_PDFFiles_prod/CSS_05_242_1725_O_0_1.pdf,Ward 6 Committee For Citizen Services,"Ambrose, Sharon",April 1st Report,2005,Original
csf,1,/scan_image/EFS_PDFFiles_prod/CSS_05_241_1725_O_0_2.pdf,Ward 6 Committee For Citizen Services,"Ambrose, Sharon",January 1st Report,2005,Original
csf,1,/scan_image/EFS_PDFFiles_prod/CSS_05_243_1725_O_0_1.pdf,Ward 6 Committee For Citizen Services,"Ambrose, Sharon",July 1st Report,2005,Original
csf,1,/scan_image/EFS_PDFFiles_prod/CSS_05_244_1725_O_0_1.pdf,Ward 6 Committee For Citizen Services,"Ambrose, Sharon",October 1st Report,2005,Original
csf,1,/scan_image/EFS_PDFFiles_prod/CSS_05_244_2807_O_0_1.pdf,Ward 8 Constituent Services Fund,"Barry, Marion",October 1st Report,2005,Original
csf,1,/scan_image/EFS_PDFFiles_prod/CSS_05_242_2807_A_1_1.pdf,Ward 8 Constituent Services Fund,"Barry, Marion",April 1st Report,2005,Amendment 1
csf,1,/pdf_files/EFS_generated/CSS_05_241_2807_O_0_1.pdf,"Barry, Marion","Barry, Marion",January 1st Report,2005,Original
csf,1,/scan_image/EFS_PDFFiles_prod/CSS_05_243_2807_O_0_4.pdf,Ward 8 Constituent Services Fund,"Barry, Marion",July 1st Report,2005,Original
csf,1,/scan_image/EFS_PDFFiles_prod/CSS_05_241_1729_O_0_1.pdf,Brazil Constituent Fund,"Brazil, Harold",January 1st Report,2005,Original
csf,2,/scan_image/EFS_PDFFiles_prod/CSS_05_245_1729_O_0_1.pdf,Brazil Constituent Fund,"Brazil, Harold",Termination Report,2005,Original
csf,2,/scan_image/EFS_PDFFiles_prod/CSS_05_242_2790_O_0_1.pdf,Councilmember Kwame R. Brown CSF,"Brown, Kwame",April 1st Report,2005,Original
csf,2,/scan_image/EFS_PDFFiles_prod/CSS_05_244_2790_O_0_1.pdf,Councilmember Kwame R. Brown CSF,"Brown, Kwame",October 1st Report,2005,Original
csf,2,/scan_image/EFS_PDFFiles_prod/CSS_05_243_2790_O_0_1.pdf,Councilmember Kwame R. Brown CSF,"Brown, Kwame",July 1st Report,2005,Original
csf,2,/scan_image/EFS_PDFFiles_prod/CSS_05_242_1724_O_0_1.pdf,The Common Good,"Catania, David",April 1st Report,2005,Original
csf,2,/scan_image/EFS_PDFFiles_prod/CSS_05_241_1724_O_0_1.pdf,The Common Good,"Catania, David",January 1st Report,2005,Original
csf,2,/scan_image/EFS_PDFFiles_prod/CSS_05_243_1724_O_0_1.pdf,The Common Good,"Catania, David",July 1st Report,2005,Original
csf,2,/scan_image/EFS_PDFFiles_prod/CSS_05_241_1724_A_1_1.pdf,The Common Good,"Catania, David",January 1st Report,2005,Amendment 1
csf,2,/scan_image/EFS_PDFFiles_prod/CSS_05_244_1724_O_0_1.pdf,The Common Good,"Catania, David",October 1st Report,2005,Original
csf,2,/scan_image/EFS_PDFFiles_prod/CSS_05_241_1731_O_0_1.pdf,Chairman Linda W. Cropp Citizen-Service Fund,"Cropp, Linda",January 1st Report,2005,Original
csf,3,/scan_image/EFS_PDFFiles_prod/CSS_05_242_1731_O_0_1.pdf,Chairman Linda W. Cropp Citizen-Service Fund,"Cropp, Linda",April 1st Report,2005,Original
csf,3,/scan_image/EFS_PDFFiles_prod/CSS_05_243_1731_O_0_9.pdf,Chairman Linda W. Cropp Citizen-Service Fund,"Cropp, Linda",July 1st Report,2005,Original
csf,3,/scan_image/EFS_PDFFiles_prod/CSS_05_244_1731_O_0_1.pdf,Chairman Linda W. Cropp Citizen-Service Fund,"Cropp, Linda",October 1st Report,2005,Original
csf,3,/scan_image/EFS_PDFFiles_prod/CSS_05_242_1811_O_0_1.pdf,Evans Constituent Service Fund,"Evans, Jack",April 1st Report,2005,Original
csf,3,/scan_image/EFS_PDFFiles_prod/CSS_05_243_1811_O_0_5.pdf,Evans Constituent Service Fund,"Evans, Jack",July 1st Report,2005,Original
csf,3,/scan_image/EFS_PDFFiles_prod/CSS_05_244_1811_O_0_2.pdf,Evans Constituent Service Fund,"Evans, Jack",October 1st Report,2005,Original
csf,3,/scan_image/EFS_PDFFiles_prod/CSS_05_241_1811_O_0_1.pdf,Evans Constituent Service Fund,"Evans, Jack",January 1st Report,2005,Original
csf,3,/scan_image/EFS_PDFFiles_prod/CSS_05_241_1730_A_1_1.pdf,Councilmember Adrian Fenty Constituent Service Fund,"Fenty, Adrian",January 1st Report,2005,Amendment 1
csf,3,/scan_image/EFS_PDFFiles_prod/CSS_05_241_1730_O_0_1.pdf,Councilmember Adrian Fenty Constituent Service Fund,"Fenty, Adrian",January 1st Report,2005,Original
csf,3,/scan_image/EFS_PDFFiles_prod/CSS_05_242_1730_O_0_1.pdf,Councilmember Adrian Fenty Constituent Service Fund,"Fenty, Adrian",April 1st Report,2005,Original
csf,4,/scan_image/EFS_PDFFiles_prod/CSS_05_243_1730_A_1_1.pdf,Councilmember Adrian Fenty Constituent Service Fund,"Fenty, Adrian",July 1st Report,2005,Amendment 1
csf,4,/scan_image/EFS_PDFFiles_prod/CSS_05_243_1730_O_0_3.pdf,Councilmember Adrian Fenty Constituent Service Fund,"Fenty, Adrian",July 1st Report,2005,Original
csf,4,/scan_image/EFS_PDFFiles_prod/CSS_05_244_1730_A_1_1.pdf,Councilmember Adrian Fenty Constituent Service Fund,"Fenty, Adrian",October 1st Report,2005,Amendment 1
csf,4,/scan_image/EFS_PDFFiles_prod/CSS_05_244_1730_O_0_3.pdf,Councilmember Adrian Fenty Constituent Service Fund,"Fenty, Adrian",October 1st Report,2005,Original
csf,4,/scan_image/EFS_PDFFiles_prod/CSS_05_242_1727_O_0_1.pdf,Friends Of Jim Graham Constituent Services Fund,"Graham, Jim",April 1st Report,2005,Original
csf,4,/scan_image/EFS_PDFFiles_prod/CSS_05_241_1727_O_0_1.pdf,Friends Of Jim Graham Constituent Services Fund,"Graham, Jim",January 1st Report,2005,Original
csf,4,/scan_image/EFS_PDFFiles_prod/CSS_05_241_1727_A_1_1.pdf,Friends Of Jim Graham Constituent Services Fund,"Graham, Jim",January 1st Report,2005,Amendment 1
csf,4,/scan_image/EFS_PDFFiles_prod/CSS_05_243_1727_O_0_8.pdf,Friends Of Jim Graham Constituent Services Fund,"Graham, Jim",July 1st Report,2005,Original
csf,4,/scan_image/EFS_PDFFiles_prod/CSS_05_244_1727_O_0_1.pdf,Friends Of Jim Graham Constituent Services Fund,"Graham, Jim",October 1st Report,2005,Original
csf,4,/scan_image/EFS_PDFFiles_prod/CSS_05_243_1727_A_1_1.pdf,Friends Of Jim Graham Constituent Services Fund,"Graham, Jim",July 1st Report,2005,Amendment 1
csf,5,/pdf_files/EFS_generated/CSS_05_243_2827_A_1_1.pdf,Councilmember Vincent C. Gray Constituent Service Fund,"Gray, Vincent",July 1st Report,2005,Amendment 1
csf,5,/pdf_files/EFS_generated/CSS_05_244_2827_A_1_1.pdf,Councilmember Vincent C. Gray Constituent Service Fund,"Gray, Vincent",October 1st Report,2005,Amendment 1
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_05_243_2827_O_0_1.pdf,Councilmember Vincent C. Gray Constituent Service Fund,"Gray, Vincent",July 1st Report,2005,Original
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_05_244_2827_O_0_1.pdf,Councilmember Vincent C. Gray Constituent Service Fund,"Gray, Vincent",October 1st Report,2005,Original
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_05_241_1723_O_0_1.pdf,Phil's Fund For Citizen Service,"Mendelson, Phil",January 1st Report,2005,Original
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_05_244_1723_O_0_1.pdf,Phil**s Fund For Citizen Service,"Mendelson, Phil",October 1st Report,2005,Original
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_05_242_1723_O_0_7.pdf,Phil**s Fund For Citizen Service,"Mendelson, Phil",April 1st Report,2005,Original
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_05_243_1723_O_0_6.pdf,Phil**s Fund For Citizen Service,"Mendelson, Phil",July 1st Report,2005,Original
csf,5,/pdf_files/EFS_generated/CSS_05_245_1726_O_0_1.pdf,Ward 5 Constituent Services Fund,"Orange, Vincent",Termination Report,2005,Original
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_05_242_1726_O_0_1.pdf,Ward 5 Constituent Services Fund,"Orange, Vincent",April 1st Report,2005,Original
csf,6,/scan_image/EFS_PDFFiles_prod/CSS_05_243_1726_O_0_1.pdf,Ward 5 Constituent Services Fund,"Orange, Vincent",July 1st Report,2005,Original
csf,6,/scan_image/EFS_PDFFiles_prod/CSS_05_243_1726_A_1_2.pdf,Ward 5 Constituent Services Fund,"Orange, Vincent",July 1st Report,2005,Amendment 1
csf,6,/scan_image/EFS_PDFFiles_prod/CSS_05_244_1726_O_0_1.pdf,Ward 5 Constituent Services Fund,"Orange, Vincent",October 1st Report,2005,Original
csf,6,/scan_image/EFS_PDFFiles_prod/CSS_05_241_1726_O_0_1.pdf,Ward 5 Constituent Services Fund,"Orange, Vincent",January 1st Report,2005,Original
csf,6,/scan_image/EFS_PDFFiles_prod/CSS_05_244_1757_O_0_1.pdf,Ward 3 Constituent Service Fund,"Patterson, Kathy",October 1st Report,2005,Original
csf,6,/scan_image/EFS_PDFFiles_prod/CSS_05_242_1757_O_0_1.pdf,Ward 3 Constituent Service Fund,"Patterson, Kathy",April 1st Report,2005,Original
csf,6,/scan_image/EFS_PDFFiles_prod/CSS_05_243_1757_O_0_7.pdf,Ward 3 Constituent Service Fund,"Patterson, Kathy",July 1st Report,2005,Original
csf,6,/scan_image/EFS_PDFFiles_prod/CSS_05_241_1757_O_0_8.pdf,Ward 3 Constituent Service Fund,"Patterson, Kathy",January 1st Report,2005,Original
csf,6,/scan_image/EFS_PDFFiles_prod/CSS_05_241_1754_O_0_1.pdf,Carol Schwartz Council At Large - CSP,"Schwartz, Carol",January 1st Report,2005,Original
csf,6,/scan_image/EFS_PDFFiles_prod/CSS_05_243_1754_O_0_1.pdf,Carol Schwartz Council At Large - CSP,"Schwartz, Carol",July 1st Report,2005,Original
csf,7,/scan_image/EFS_PDFFiles_prod/CSS_05_242_1754_O_0_1.pdf,Carol Schwartz Council At Large - CSP,"Schwartz, Carol",April 1st Report,2005,Original
csf,7,/scan_image/EFS_PDFFiles_prod/CSS_05_244_1754_O_0_1.pdf,Carol Schwartz Council At Large - CSP,"Schwartz, Carol",October 1st Report,2005,Original
csf,7,/scan_image/EFS_PDFFiles_prod/CSS_05_241_1728_O_0_1.pdf,Mayor William Citizen Service Program,"Williams, Anthony",January 1st Report,2005,Original
csf,7,/scan_image/EFS_PDFFiles_prod/CSS_05_241_1728_A_1_1.pdf,Mayor William Citizen Service Program,"Williams, Anthony",January 1st Report,2005,Amendment 1
csf,7,/scan_image/EFS_PDFFiles_prod/CSS_05_242_1728_O_0_1.pdf,Mayor William Citizen Service Program,"Williams, Anthony",April 1st Report,2005,Original
csf,7,/scan_image/EFS_PDFFiles_prod/CSS_05_243_1728_O_0_6.pdf,Mayor William Citizen Service Program,"Williams, Anthony",July 1st Report,2005,Original
csf,7,/scan_image/EFS_PDFFiles_prod/CSS_05_244_1728_O_0_1.pdf,Mayor William Citizen Service Program,"Williams, Anthony",October 1st Report,2005,Original
csf,7,/scan_image/EFS_PDFFiles_prod/CSS_05_243_1728_A_1_1.pdf,Mayor William Citizen Service Program,"Williams, Anthony",July 1st Report,2005,Amendment 1
csf,1,/pdf_files/EFS_generated/CSS_06_243_1725_A_1_1.pdf,Ward 6 Committee For Citizen Services,"Ambrose, Sharon",July 1st Report,2006,Amendment 1
csf,1,/scan_image/EFS_PDFFiles_prod/CSS_06_242_1725_O_0_1.pdf,Ward 6 Committee For Citizen Services,"Ambrose, Sharon",April 1st Report,2006,Original
csf,1,/scan_image/EFS_PDFFiles_prod/CSS_06_243_1725_O_0_1.pdf,Ward 6 Committee For Citizen Services,"Ambrose, Sharon",July 1st Report,2006,Original
csf,1,/scan_image/EFS_PDFFiles_prod/CSS_06_241_1725_O_0_1.pdf,Ward 6 Committee For Citizen Services,"Ambrose, Sharon",January 1st Report,2006,Original
csf,1,/scan_image/EFS_PDFFiles_prod/CSS_06_242_2807_O_0_1.pdf,Ward 8 Constituent Services Fund,"Barry, Marion",April 1st Report,2006,Original
csf,1,/pdf_files/EFS_generated/CSS_06_244_2807_O_0_1.pdf,Ward 8 Constituent Services Fund,"Barry, Marion",October 1st Report,2006,Original
csf,1,/pdf_files/EFS_generated/CSS_06_244_2790_O_0_1.pdf,Councilmember Kwame R. Brown CSF,"Brown, Kwame",October 1st Report,2006,Original
csf,1,/scan_image/EFS_PDFFiles_prod/CSS_06_242_2790_O_0_1.pdf,Councilmember Kwame R. Brown CSF,"Brown, Kwame",April 1st Report,2006,Original
csf,1,/pdf_files/EFS_generated/CSS_06_243_2790_O_0_1.pdf,Councilmember Kwame R. Brown CSF,"Brown, Kwame",July 1st Report,2006,Original
csf,1,/scan_image/EFS_PDFFiles_prod/CSS_06_241_2790_O_0_1.pdf,Councilmember Kwame R. Brown CSF,"Brown, Kwame",January 1st Report,2006,Original
csf,2,/pdf_files/EFS_generated/CSS_06_244_1724_O_0_1.pdf,The Common Good,"Catania, David",October 1st Report,2006,Original
csf,2,/scan_image/EFS_PDFFiles_prod/CSS_06_242_1724_O_0_1.pdf,The Common Good,"Catania, David",April 1st Report,2006,Original
csf,2,/scan_image/EFS_PDFFiles_prod/CSS_06_243_1724_O_0_1.pdf,The Common Good,"Catania, David",July 1st Report,2006,Original
csf,2,/scan_image/EFS_PDFFiles_prod/CSS_06_241_1724_O_0_1.pdf,The Common Good,"Catania, David",January 1st Report,2006,Original
csf,2,/pdf_files/EFS_generated/CSS_06_244_1731_O_0_1.pdf,Chairman Linda W. Cropp Citizen-Service Fund,"Cropp, Linda",October 1st Report,2006,Original
csf,2,/scan_image/EFS_PDFFiles_prod/CSS_06_242_1731_O_0_1.pdf,Chairman Linda W. Cropp Citizen-Service Fund,"Cropp, Linda",April 1st Report,2006,Original
csf,2,/pdf_files/EFS_generated/CSS_06_243_1731_O_0_1.pdf,Chairman Linda W. Cropp Citizen-Service Fund,"Cropp, Linda",July 1st Report,2006,Original
csf,2,/scan_image/EFS_PDFFiles_prod/CSS_06_241_1731_O_0_1.pdf,Chairman Linda W. Cropp Citizen-Service Fund,"Cropp, Linda",January 1st Report,2006,Original
csf,2,/scan_image/EFS_PDFFiles_prod/CSS_06_244_1811_O_0_1.pdf,Evans Constituent Service Fund,"Evans, Jack",October 1st Report,2006,Original
csf,2,/scan_image/EFS_PDFFiles_prod/CSS_06_242_1811_O_0_1.pdf,Evans Constituent Service Fund,"Evans, Jack",April 1st Report,2006,Original
csf,3,/scan_image/EFS_PDFFiles_prod/CSS_06_243_1811_O_0_2.pdf,Evans Constituent Service Fund,"Evans, Jack",July 1st Report,2006,Original
csf,3,/scan_image/EFS_PDFFiles_prod/CSS_06_241_1811_O_0_1.pdf,Evans Constituent Service Fund,"Evans, Jack",January 1st Report,2006,Original
csf,3,/pdf_files/EFS_generated/CSS_06_244_1730_O_0_1.pdf,Councilmember Adrian Fenty Constituent Service Fund,"Fenty, Adrian",October 1st Report,2006,Original
csf,3,/scan_image/EFS_PDFFiles_prod/CSS_06_242_1730_O_0_1.pdf,Councilmember Adrian Fenty Constituent Service Fund,"Fenty, Adrian",April 1st Report,2006,Original
csf,3,/scan_image/EFS_PDFFiles_prod/CSS_06_241_1730_A_1_1.pdf,Councilmember Adrian Fenty Constituent Service Fund,"Fenty, Adrian",January 1st Report,2006,Amendment 1
csf,3,/pdf_files/EFS_generated/CSS_06_243_1730_O_0_1.pdf,Councilmember Adrian Fenty Constituent Service Fund,"Fenty, Adrian",July 1st Report,2006,Original
csf,3,/scan_image/EFS_PDFFiles_prod/CSS_06_241_1730_O_0_1.pdf,Councilmember Adrian Fenty Constituent Service Fund,"Fenty, Adrian",January 1st Report,2006,Original
csf,3,/scan_image/EFS_PDFFiles_prod/CSS_06_242_1727_O_0_1.pdf,Friends Of Jim Graham Constituent Services Fund,"Graham, Jim",April 1st Report,2006,Original
csf,3,/scan_image/EFS_PDFFiles_prod/CSS_06_243_1727_O_0_1.pdf,Friends Of Jim Graham Constituent Services Fund,"Graham, Jim",July 1st Report,2006,Original
csf,3,/scan_image/EFS_PDFFiles_prod/CSS_06_241_1727_O_0_1.pdf,Friends Of Jim Graham Constituent Services Fund,"Graham, Jim",January 1st Report,2006,Original
csf,4,/scan_image/EFS_PDFFiles_prod/CSS_06_244_1727_O_0_1.pdf,Friends Of Jim Graham Constituent Services Fund,"Graham, Jim",October 1st Report,2006,Original
csf,4,/pdf_files/EFS_generated/CSS_06_245_2827_O_0_1.pdf,Councilmember Vincent C. Gray Constituent Service Fund,"Gray, Vincent",Termination Report,2006,Original
csf,4,/pdf_files/EFS_generated/CSS_06_241_2827_A_1_1.pdf,Councilmember Vincent C. Gray Constituent Service Fund,"Gray, Vincent",January 1st Report,2006,Amendment 1
csf,4,/pdf_files/EFS_generated/CSS_06_243_2827_A_1_1.pdf,Councilmember Vincent C. Gray Constituent Service Fund,"Gray, Vincent",July 1st Report,2006,Amendment 1
csf,4,/pdf_files/EFS_generated/CSS_06_244_2827_O_0_1.pdf,Councilmember Vincent C. Gray Constituent Service Fund,"Gray, Vincent",October 1st Report,2006,Original
csf,4,/scan_image/EFS_PDFFiles_prod/CSS_06_242_2827_O_0_1.pdf,Councilmember Vincent C. Gray Constituent Service Fund,"Gray, Vincent",April 1st Report,2006,Original
csf,4,/scan_image/EFS_PDFFiles_prod/CSS_06_241_2827_O_0_1.pdf,Councilmember Vincent C. Gray Constituent Service Fund,"Gray, Vincent",January 1st Report,2006,Original
csf,4,/pdf_files/EFS_generated/CSS_06_243_2827_O_0_1.pdf,Councilmember Vincent C. Gray Constituent Service Fund,"Gray, Vincent",July 1st Report,2006,Original
csf,4,/pdf_files/EFS_generated/CSS_06_244_1723_O_0_1.pdf,Phil's Fund For Citizen Service,"Mendelson, Phil",October 1st Report,2006,Original
csf,4,/pdf_files/EFS_generated/CSS_06_243_1723_O_0_1.pdf,Phil's Fund For Citizen Service,"Mendelson, Phil",July 1st Report,2006,Original
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_06_241_1723_O_0_1.pdf,Phil**s Fund For Citizen Service,"Mendelson, Phil",January 1st Report,2006,Original
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_06_242_1723_O_0_1.pdf,Phil's Fund For Citizen Service,"Mendelson, Phil",April 1st Report,2006,Original
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_06_242_1723_A_1_1.pdf,Phil's Fund For Citizen Service,"Mendelson, Phil",April 1st Report,2006,Amendment 1
csf,5,/pdf_files/EFS_generated/CSS_06_244_1726_A_1_1.pdf,Ward 5 Constituent Services Fund,"Orange, Vincent",October 1st Report,2006,Amendment 1
